InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
MSB,Fish specimens,MSB:Fish:66865,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,05,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 02:41:25.0
MSB,Fish specimens,MSB:Fish:66856,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,20,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:37.0
MSB,Fish specimens,MSB:Fish:66787,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,20,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:37.0
MSB,Fish specimens,MSB:Fish:66790,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,06,27,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:38.0
MSB,Fish specimens,MSB:Fish:66766,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): C.D. Vanicek",,,1965,09,08,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 7; Storage: 50% ISOP, USGS 7; ; in USGS Tank 7; metal tag 2322; methylmercury study.  See attached info.  July 2009",2019-05-27 04:48:41.0
MSB,Fish specimens,MSB:Fish:66791,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,04,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:42.0
MSB,Fish specimens,MSB:Fish:66864,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,04,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:42.0
MSB,Fish specimens,MSB:Fish:66863,3,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,04,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:42.0
MSB,Fish specimens,MSB:Fish:66771,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,07,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:42.0
MSB,Fish specimens,MSB:Fish:66792,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,07,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:48:42.0
MSB,Fish specimens,MSB:Fish:66767,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): C.D. Vanicek",,,1966,06,30,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 8; Storage: 50% ISOP, USGS 8; ; in USGS Tank 8; metal tag 2532; methylmercury study.  See attached info.  July 2009",2019-05-27 04:51:29.0
MSB,Fish specimens,MSB:Fish:66768,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): C.D. Vanicek",,,1966,07,20,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 7; Storage: 50% ISOP, USGS 7; one with tag 2607 has different info: ""Green R, at Echo Park, Yampa Pool""; in USGS Tank 7; metal tags 2607, 2608; methylmercury study.  See attached info.  July 2009",2019-05-27 04:51:30.0
MSB,Fish specimens,MSB:Fish:66855,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,19,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:51:30.0
MSB,Fish specimens,MSB:Fish:66854,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,19,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:51:30.0
MSB,Fish specimens,MSB:Fish:66857,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,22,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:51:30.0
MSB,Fish specimens,MSB:Fish:66858,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,24,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:51:34.0
MSB,Fish specimens,MSB:Fish:66769,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): C.D. Vanicek",,,1966,08,08,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"Kind_Type: TANK; Calcfld: USGS 8; Storage: 50% ISOP, USGS 8; ; in USGS Tank 8; metal tag 2660; methylmercury study.  See attached info.  July 2009",2019-05-27 04:56:59.0
MSB,Fish specimens,MSB:Fish:66770,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,06,26,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 04:59:49.0
MSB,Fish specimens,MSB:Fish:66775,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,11,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:05:27.0
MSB,Fish specimens,MSB:Fish:66774,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,11,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:05:27.0
MSB,Fish specimens,MSB:Fish:66795,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,11,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:05:27.0
MSB,Fish specimens,MSB:Fish:66776,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,12,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:05:27.0
MSB,Fish specimens,MSB:Fish:66777,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,12,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:05:27.0
MSB,Fish specimens,MSB:Fish:66797,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,12,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:05:27.0
MSB,Fish specimens,MSB:Fish:66796,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,12,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:05:27.0
MSB,Fish specimens,MSB:Fish:66782,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,23,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:08:12.0
MSB,Fish specimens,MSB:Fish:66781,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,07,20,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:08:14.0
MSB,Fish specimens,MSB:Fish:66848,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,06,27,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:10:53.0
MSB,Fish specimens,MSB:Fish:66849,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,10,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:10:54.0
MSB,Fish specimens,MSB:Fish:66851,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,15,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:10:55.0
MSB,Fish specimens,MSB:Fish:66800,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1969,08,02,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:10:55.0
MSB,Fish specimens,MSB:Fish:66802,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1970,07,01,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:10:56.0
MSB,Fish specimens,MSB:Fish:66852,2,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,16,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:14:01.0
MSB,Fish specimens,MSB:Fish:66853,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.525256,-108.249553,69595,World Geodetic System 1984,United States,Colorado,Moffat County,,,"Colorado: Moffat Co., Colorado Drainage. Yampa R.. Collector(s): P.B. Holden",,,1968,07,17,"Collector(s): Paul B. Holden, USGS Biological Survey Fort Collins",GeoLocate,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: Paul B. Holden, USGS Biological Survey Fort Collins",2019-05-27 05:14:02.0
MSB,Fish specimens,MSB:Fish:79863,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,36.745,-108.5457,,North American Datum 1927,United States,New Mexico,San Juan County,,,San Juan River Hogback Canal section 2.1,,.75 meters,2005,11,21,"Collector(s): Steven P. Platania, Michael A. Farrington, Lee E. Renfro",not recorded,,PreservedSpecimen,"ASIR Hogback Diversion Canal 2005 and 2015 Fish Entrainment Study; verbatim collectors: Steven P. Platania, Michael A. Farrington, Lee E. Renfro; UTMs and locality descriptors verified- S.P. Platania 14 JUN 2012",2019-05-27 07:58:51.0
MSB,Fish specimens,MSB:Fish:29717,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,36.926105,-108.952498,,World Geodetic System 1984,United States,New Mexico,San Juan County,,,"San Juan River, 5.4 miles upstream of the Mancos River confluence.",,.6 meters,1996,08,02,Collector(s): W. H. Brandenburg,not recorded,,PreservedSpecimen,MSB and UDWR San Juan River 1996 Larval Fishes Survey,2019-05-27 04:59:08.0
MSB,Fish specimens,MSB:Fish:82071,1,Ptychocheilus lucius,Cyprinidae,otolith; whole organism (95% ethanol),,37.31537618,-110.1725584,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 10.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.01 meters-.57 meters,2010,07,22,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 0649, 0650; Photograph number: 0649, 0650; Used in ACC2011-XII:10 ASIR SJR Larval Fish Aging and Natal Origin",2019-05-27 06:06:11.0
MSB,Fish specimens,MSB:Fish:40241,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,,,,,United States,New Mexico,San Juan County,,,"San Juan River, exact locality unknown.",,,1996,12,12,Collector(s): Thomas E. Chart,,,PreservedSpecimen,MSB and UDWR San Juan River 1996 Larval Fishes Survey; Field sheets not available.  Data taken from specimen labels. Collection date questionable.,2019-05-27 05:03:20.0
MSB,Fish specimens,MSB:Fish:95477,4,Ptychocheilus lucius,Cyprinidae,otolith; whole organism (95% ethanol),,37.26163959,-109.5828334,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 1.6 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.31 meters,2013,07,19,"Collector(s): W. H. Brandenburg, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 1371; Photograph number: 1371; Used in ACC2011-XII:10 ASIR SJR Larval Fish Aging and Natal Origin",2019-05-27 07:26:40.0
MSB,Fish specimens,MSB:Fish:79740,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,36.7451,-108.545,,North American Datum 1927,United States,New Mexico,San Juan County,,,San Juan River Hogback Canal section 2.1,,.65 meters,2004,12,14,"Collector(s): W. H. Brandenburg, Michael A. Farrington, Lee E. Renfro",not recorded,,PreservedSpecimen,"ASIR Hogback Diversion Canal Fish Entrainment; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington, Lee E. Renfro; UTMs and locality descriptors verified- S.P. Platania 14 JUN 2012",2019-05-27 06:00:37.0
MSB,Fish specimens,MSB:Fish:3234,1,Ptychocheilus lucius,Cyprinidae,"tissue; whole organism (formalin-fixed, 70% ethanol)",,36.9895623,-107.4287796,,World Geodetic System 1984,United States,New Mexico,Rio Arriba County,,,"San Juan River, downstream of former village of Rosa, under Navajo Reservoir.",,,1959,08,28,"Collector(s): William J. Koster, M. Seidel",not recorded,,PreservedSpecimen,"Kind_Type: ; TANK 25; Storage: 70% EtOH;  ; Female.  July 2009, see attached info;  Loan number: MSB02-008; Loan type: Transfer of custody; Lower lobe caudal fin clipped for tissue, May 2002; three plugs tissue taken for methylmercury study.  tissue plugs taken for water pollutant study, July 2009; tissue plug taken for stable isotope study, ACC2014-IV:28.",2019-05-27 04:52:44.0
MSB,Fish specimens,MSB:Fish:3235,1,Ptychocheilus lucius,Cyprinidae,"tissue; whole organism (formalin-fixed, 70% ethanol)",,36.9895623,-107.4287796,,World Geodetic System 1984,United States,New Mexico,Rio Arriba County,,,"San Juan River, downstream of former village of Rosa, under Navajo Reservoir.",,,1959,06,01,Collector(s): M. Seidel,not recorded,,PreservedSpecimen,"Kind_Type: ; TANK 25; Storage: 70% EtOH; Published: 1960. The Southwestern Naturalist 5 No. 3:; ; Male specimen. Loan number: MSB02-008; Loan type: Transfer of custody; Lower lobe caudal fin clipped for tissue, May 2002; three tissue plugs taken for methylmercury study.  tissue plugs for water pollutant study, July 2009; tissue plug taken for stable isotope study, ACC2014-IV:28; July 2009 see attached info",2019-05-27 04:52:44.0
MSB,Fish specimens,MSB:Fish:95574,3,Ptychocheilus lucius,Cyprinidae,otolith; whole organism (95% ethanol),,37.30705964,-110.215349,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.8 meters,2013,08,01,"Collector(s): W. H. Brandenburg, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 5032; Photograph number: 5032; Used in ACC2011-XII:10 ASIR SJR Larval Fish Aging and Natal Origin",2019-05-27 07:33:40.0
MSB,Fish specimens,MSB:Fish:98098,2,Ptychocheilus lucius,Cyprinidae,whole organism (95% ethanol),,37.242108,-110.042745,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 23.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.6 meters,2014,07,16,"Collector(s): W. H. Brandenburg, Scott L. Durst, Chris A. Cheek",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Scott L. Durst, Chris A. Cheek",2019-05-27 05:44:25.0
MSB,Fish specimens,MSB:Fish:95404,1,Ptychocheilus lucius,Cyprinidae,otolith; whole organism (95% ethanol),,37.21420542,-109.1917017,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.1 miles upstream from Aneth, at the McElmo Creek confluence.",,.26 meters,2013,07,18,"Collector(s): W. H. Brandenburg, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 76-X29; Storage: 95% EtOH, 76-X29; 1346, 1347; McElmo Creek; Photograph number: 1346, 1347; Used in ACC2011-XII:10 ASIR SJR Larval Fish Aging and Natal Origin",2019-05-27 05:39:04.0
MSB,Fish specimens,MSB:Fish:46063,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2647983,-109.3509617,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 9.6 miles downstream of Aneth.",,,2000,07,10,Collector(s): Steven M. Meismer,not recorded,,PreservedSpecimen,"Kind_Type: Vial Jar; Calcfld: 76-O17; Storage: 70% EtOH, 76-O17;",2019-05-27 05:17:59.0
MSB,Fish specimens,MSB:Fish:49399,1,Ptychocheilus lucius,Cyprinidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2850712,-110.2859994,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.0 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.18288 meters-.33528 meters,1997,09,05,Collector(s): Utah Division of Wildlife Resources,not recorded,,PreservedSpecimen,"Kind_Type: Vial Jar; Calcfld: 76-O17; Storage: 70% EtOH, 76-O17;",2019-05-27 03:39:16.0
