InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
MSB,Fish specimens,MSB:Fish:61346,3,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2414213,-109.626154,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.0 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.6 meters,2006,05,26,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"ASIR San Juan River 2006 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington",2019-05-27 03:14:41.0
MSB,Fish specimens,MSB:Fish:81853,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.28371197,-110.2937221,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.03 meters-.76 meters,2010,06,17,"Collector(s): W. H. Brandenburg, Michael A. Farrington, Mark C. McKinstry",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington, Mark C. McKinstry; released fish",2019-05-27 05:33:32.0
MSB,Fish specimens,MSB:Fish:95080,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.938625,-108.970805,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 4.0 miles upstream of the Mancos River confluence.",,.25 meters,2013,05,21,"Collector(s): W. H. Brandenburg, Steven P. Platania",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Steven P. Platania; RERI site",2019-05-27 07:29:07.0
MSB,Fish specimens,MSB:Fish:61426,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.317516,-110.170707,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 13.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,1 meter,2006,05,29,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"ASIR San Juan River 2006 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington",2019-05-27 03:31:03.0
MSB,Fish specimens,MSB:Fish:97881,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.987553,-108.979262,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 0.4 mile downstream of the Mancos River confluence.",,.28 meters,2014,05,20,"Collector(s): Michael A. Farrington, Tracy A. Diver",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Tracy A. Diver",2019-05-27 05:33:51.0
MSB,Fish specimens,MSB:Fish:54006,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,36.926459,-108.950105,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 5.5 miles upstream of the Mancos River confluence.",,.03 meters-.28 meters,2002,06,11,"Collector(s): Michael A. Farrington, W. H. Brandenburg",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 02:53:11.0
MSB,Fish specimens,MSB:Fish:63519,9,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.3078708,-110.2153373,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.0 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.3 meters,2007,06,13,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-R6; Storage: 70% EtOH, 81-R6; 0114; X. texanus observed gulping air and in poor condition.; Photograph number: 0114; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 07:08:26.0
MSB,Fish specimens,MSB:Fish:54134,8,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2644428,-109.5977915,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.7 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.03 meters-.27 meters,2002,06,14,"Collector(s): Michael A. Farrington, W. H. Brandenburg",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:24:05.0
MSB,Fish specimens,MSB:Fish:74063,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.1669862,-109.9494242,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.2 miles downstream of Mexican Hat raft pull out area.",,.02 meters-.7 meters,2009,06,16,"Collector(s): W. H. Brandenburg, Adam Barkalow",not recorded,,PreservedSpecimen,"San Juan River 2009 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow; Water quality meter is non functional",2019-05-27 07:23:14.0
MSB,Fish specimens,MSB:Fish:44428,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.29263889,-110.225,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 10.2 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.4 meters-2 meters,1999,06,14,"Collector(s): W. H. Brandenburg, R. L. Saunders",not recorded,,PreservedSpecimen,"MSB San Juan River 1999 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, R. L. Saunders; BACKWATER ALMOST AN ISOLATED POOL OF WATER",2019-05-27 05:15:14.0
MSB,Fish specimens,MSB:Fish:97412,4,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.188338,-109.854466,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.5 miles upstream of Mexican Hat raft pull out area.",,.4 meters,2014,04,22,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald; This site was small, but we collected fish in each seine haul.",2019-05-27 07:14:49.0
MSB,Fish specimens,MSB:Fish:81760,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.24309412,-109.6197538,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 1.3 miles downstream of the Sand Island Campground docking area, off UT State HWY 163.",,.01 meters-.54 meters,2010,06,18,"Collector(s): Steven P. Platania, Adam Barkalow, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Steven P. Platania, Adam L. Barkalow, Jennifer L. Hester",2019-05-27 05:46:03.0
MSB,Fish specimens,MSB:Fish:47779,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2215,-109.2067222,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 0.9 miles downstream of Aneth.",,.15 meters-.4 meters,2000,05,10,"Collector(s): W. H. Brandenburg, Donald E. Gibson",not recorded,,PreservedSpecimen,"MSB San Juan River 2000 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Donald E. Gibson",2019-05-27 03:26:49.0
MSB,Fish specimens,MSB:Fish:54100,48,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2688695,-109.3407188,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.0 miles downstream of Aneth.",,.03 meters-.43 meters,2002,06,13,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"MSB San Juan River 2002 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Michael A. Farrington",2019-05-27 03:14:37.0
MSB,Fish specimens,MSB:Fish:81604,45,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.29231361,-110.2388786,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.2 meters-.25 meters,2010,05,19,"Collector(s): W. H. Brandenburg, Adam Barkalow, Mary A. Brandenburg",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow, Mary A. Brandenburg",2019-05-27 08:16:44.0
MSB,Fish specimens,MSB:Fish:63705,4,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2029578,-109.7530185,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 11.3 miles upstream of Mexican Hat raft pull out area.",,,2007,06,16,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Razorback Sucker Survey; verbatim collectors: Conner C. McBride, Austin L. Fitzgerald",2019-05-27 07:06:57.0
MSB,Fish specimens,MSB:Fish:42207,1,Xyrauchen texanus,Catostomidae,whole organism (5% buffered formalin),,37.27263889,-109.3932778,,World Geodetic System 1984,United States,Utah,San Juan County,,,"San Juan River, 12.2 miles downstream of Aneth.",,,1998,05,21,"Collector(s): W. H. Brandenburg, James P. Fisher",not recorded,,PreservedSpecimen,"MSB and UDWR San Juan River 1998 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, James P. Fisher",2019-05-27 04:45:51.0
MSB,Fish specimens,MSB:Fish:87923,8,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.25552939,-109.3004351,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 6.6 miles downstream of Aneth.",,.01 meters-.3 meters,2012,05,17,"Collector(s): Jennifer Hester, Bruce L. Christman",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: Jennifer L. Hester, Bruce L. Christman",2019-05-27 05:46:12.0
MSB,Fish specimens,MSB:Fish:54053,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1167496,-109.0953893,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.4 miles downstream of Four Corners bridge or where US HWY 160 crosses the river in Colorado.",,.01 meters-.25 meters,2002,06,12,"Collector(s): W. H. Brandenburg, Michael A. Farrington",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:24:04.0
MSB,Fish specimens,MSB:Fish:94892,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.26469411,-109.5737543,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.1 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.28 meters,2013,06,13,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt",2019-05-27 05:28:03.0
MSB,Fish specimens,MSB:Fish:94754,29,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.2977329,-110.1379894,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 15.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.03 meters-1 meter,2013,05,19,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester",2019-05-27 06:01:41.0
MSB,Fish specimens,MSB:Fish:53917,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2170579,-110.0241513,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 24.0 miles downstream of Mexican Hat raft pull out area.",,.01 meters-.49 meters,2002,05,31,"Collector(s): Michael A. Farrington, John P. Larson",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 02:49:59.0
MSB,Fish specimens,MSB:Fish:94805,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.89595925,-108.9143387,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 8.4 miles upstream of the Mancos River confluence.",,.04 meters-.74 meters,2013,06,10,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt",2019-05-27 05:27:56.0
MSB,Fish specimens,MSB:Fish:54039,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.0407131,-109.0575022,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.0 miles downstream of Four Corners bridge or where US HWY 160 crosses the river in Colorado.",,.05 meters-.22 meters,2002,06,12,"Collector(s): Michael A. Farrington, W. H. Brandenburg",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:14:35.0
MSB,Fish specimens,MSB:Fish:88399,22,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.18177597,-109.8380166,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.2 miles upstream of Mexican Hat raft pull out area.",,.01 meters-.05 meters,2012,06,12,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:32:06.0
MSB,Fish specimens,MSB:Fish:85913,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.317516,-110.170707,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 13.5 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.02 meters-.63 meters,2011,05,19,"Collector(s): Michael A. Farrington, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2011 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Jennifer L. Hester; Monitoring site",2019-05-27 07:35:44.0
MSB,Fish specimens,MSB:Fish:95421,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.22563515,-109.2233029,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 2.2 miles downstream from Aneth.",,.2 meters,2013,07,18,"Collector(s): W. H. Brandenburg, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Judith M. Barkstedt",2019-05-27 05:44:11.0
MSB,Fish specimens,MSB:Fish:70488,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2448654,-110.0746072,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 21.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263, at John's Canyon.",,.04 meters-1 meter,2008,06,17,"Collector(s): Michael A. Farrington, Conner C. McBride",not recorded,,PreservedSpecimen,"ASIR San Juan River 2008 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride",2019-05-27 06:03:29.0
MSB,Fish specimens,MSB:Fish:70492,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2448654,-110.0746072,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 21.6 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263, at John's Canyon.",,.04 meters-1 meter,2008,06,18,"Collector(s): Michael A. Farrington, Conner C. McBride",not recorded,,PreservedSpecimen,"ASIR San Juan River 2008 Larval Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Conner C. McBride",2019-05-27 06:05:59.0
MSB,Fish specimens,MSB:Fish:58633,19,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2848644,-109.4709194,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.8 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.01 meters-.28 meters,2003,05,17,"Collector(s): W. H. Brandenburg, Conner C. McBride",not recorded,,PreservedSpecimen,"MSB San Juan River Razorback Sucker 2003 Survey; verbatim collectors: W. Howard Brandenburg, Conner C. McBride",2019-05-27 03:21:12.0
MSB,Fish specimens,MSB:Fish:97439,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.302613,-110.31029,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.2 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river.",,.4 meters,2014,04,24,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald; Monitoring Site",2019-05-27 06:04:28.0
MSB,Fish specimens,MSB:Fish:94791,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.87777035,-108.8176558,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 10.9 miles downstream from Shiprock Bridge or where US HWY 64 crosses the river.",,.3 meters,2013,06,09,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt",2019-05-27 06:03:22.0
MSB,Fish specimens,MSB:Fish:63605,2,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,36.9829839,-108.9787245,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, at Mancos River confluence.",,.56 meters,2007,06,13,"Collector(s): Conner C. McBride, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"ASIR San Juan River 2007 Larval Razorback Sucker Survey; verbatim collectors: Conner C. McBride, Austin L. Fitzgerald",2019-05-27 07:39:02.0
MSB,Fish specimens,MSB:Fish:81591,14,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.31209346,-110.1494376,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.9 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,0 meters-.58 meters,2010,05,19,"Collector(s): W. H. Brandenburg, Adam Barkalow, Mary A. Brandenburg",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow, Mary A. Brandenburg",2019-05-27 08:10:28.0
MSB,Fish specimens,MSB:Fish:86171,2,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.225568,-109.211266,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 1.3 miles downstream of Aneth.",,.01 meters-.49 meters,2011,06,15,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2011 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:11:41.0
MSB,Fish specimens,MSB:Fish:68189,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 55% isopropanol)",,40.539408,-109.060399,,World Geodetic System 1984,United States,Utah,Uintah County,,,"Utah: Uintah Co., Colorado R. Drainage. Split Mountain Campground. Collector(s): Vanicek",,,1964,08,10,"Collector(s): C. D. Vanicek, USGS Biological Survey Fort Collins",not recorded,,PreservedSpecimen,"USGS Fort Collins CO Biological Survey Collections; verbatim collectors: C. D. Vanicek, USGS Biological Survey Fort Collins",2019-05-27 04:51:34.0
MSB,Fish specimens,MSB:Fish:97470,28,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.143393,-109.854244,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.8 miles downstream of Mexican Hat raft pull out area.",,.38 meters,2014,05,21,"Collector(s): Jennifer L. Kennedy, Austin L. Fitzgerald",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Jennifer L. Kennedy, Austin L. Fitzgerald",2019-05-27 05:31:36.0
MSB,Fish specimens,MSB:Fish:73921,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.0332131,-109.0491945,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 8.6 miles upstream of Aneth.",,.02 meters-.7 meters,2009,05,20,"Collector(s): W. H. Brandenburg, Adam Barkalow",not recorded,,PreservedSpecimen,"San Juan River 2009 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow",2019-05-27 05:45:27.0
MSB,Fish specimens,MSB:Fish:94814,3,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.93739056,-108.96982,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 3.8 miles upstream of the Mancos River confluence.",,.14 meters,2013,06,10,"Collector(s): Michael A. Farrington, Judith M. Barkstedt",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: Michael A. Farrington, Judith M. Barkstedt; RERI",2019-05-27 05:46:16.0
MSB,Fish specimens,MSB:Fish:53896,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.1681863,-109.8892744,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 5.0 miles downstream of Mexican Hat raft pull out area.",,.03 meters-.35 meters,2002,05,30,"Collector(s): Michael A. Farrington, John P. Larson",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-Z5; Storage: 70% EtOH, 81-Z5; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 03:10:56.0
MSB,Fish specimens,MSB:Fish:81827,5,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.31481521,-110.1481317,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 14.8 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.05 meters-.24 meters,2010,06,16,"Collector(s): W. H. Brandenburg, Michael A. Farrington, Mark C. McKinstry",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-O8; Storage: 95% EtOH, 81-O8; 0043; Photograph number: 0043; Used in ACC2012-VII:9 SJR Catostomid Opercal Deformity Study",2019-05-27 05:43:40.0
MSB,Fish specimens,MSB:Fish:53824,1,Xyrauchen texanus,Catostomidae,"whole organism (formalin-fixed, 70% ethanol)",,37.2744308,-109.4456191,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 9.4 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.01 meters-.21 meters,2002,05,18,"Collector(s): W. H. Brandenburg, John P. Larson",not recorded,,PreservedSpecimen,"MSB San Juan River 2002 Larval Razorback Sucker Survey; verbatim collectors: W. Howard Brandenburg, John P. Larson",2019-05-27 03:30:31.0
MSB,Fish specimens,MSB:Fish:81491,15,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.25848933,-109.3107538,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 7.3 miles downstream of Aneth.",,.03 meters-.15 meters,2010,05,20,"Collector(s): Michael A. Farrington, Lee E. Renfro, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: Michael A. Farrington, Lee E. Renfro, Jennifer L. Hester",2019-05-27 07:51:25.0
MSB,Fish specimens,MSB:Fish:73873,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,36.8882294,-108.8876157,,North American Datum 1927,United States,New Mexico,San Juan County,,,"San Juan River, 10.2 miles upstream of the Mancos River confluence.",,.03 meters-.44 meters,2009,05,19,"Collector(s): W. H. Brandenburg, Adam Barkalow",not recorded,,PreservedSpecimen,"Kind_Type: VIAL JAR; Calcfld: 81-F8; Storage: 95% EtOH, 81-F8; 0121, 0122; Photograph number: 0121, 0122; Protolarvae",2019-05-27 07:03:04.0
MSB,Fish specimens,MSB:Fish:81619,266,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.28915278,-110.3480826,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.1 miles upstream of Clay Hills, where Recreation Road 430 or Whirlwind Crossing meets the river, 11.0 miles from UT State HWY 263.",,.05 meters-.22 meters,2010,05,20,"Collector(s): W. H. Brandenburg, Adam Barkalow, Mary A. Brandenburg",not recorded,,PreservedSpecimen,"San Juan River 2010 Razorback Sucker Larval Survey; verbatim collectors: W. Howard Brandenburg, Adam L. Barkalow, Mary A. Brandenburg; fish released",2019-05-27 05:33:31.0
MSB,Fish specimens,MSB:Fish:97927,1,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.261636,-109.582969,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 1.6 miles upstream of the Sand Island Campground docking area, off UT State HWY 163.",,.1 meters,2014,05,22,"Collector(s): Michael A. Farrington, Tracy A. Diver",not recorded,,PreservedSpecimen,"San Juan River 2014 Larval Colorado Pikeminnow and Razorback Sucker Survey; verbatim collectors: Michael A. Farrington, Tracy A. Diver",2019-05-27 05:46:43.0
MSB,Fish specimens,MSB:Fish:95193,14,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.1865442,-109.8537384,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 3.3 miles upstream of Mexican Hat raft pull out area.",,.66 meters,2013,06,10,"Collector(s): W. H. Brandenburg, Jennifer Hester",not recorded,,PreservedSpecimen,"San Juan River 2013 Larval Fishes Survey; verbatim collectors: W. Howard Brandenburg, Jennifer L. Hester",2019-05-27 07:06:25.0
MSB,Fish specimens,MSB:Fish:87913,13,Xyrauchen texanus,Catostomidae,whole organism (95% ethanol),,37.21423313,-109.1917462,,North American Datum 1927,United States,Utah,San Juan County,,,"San Juan River, 0.1 mile downstream of Aneth, at the McElmo Creek confluence.",,.01 meters-.2 meters,2012,05,16,"Collector(s): Jennifer Hester, Bruce L. Christman",not recorded,,PreservedSpecimen,"San Juan River 2012 Larval Fish Surveys; verbatim collectors: Jennifer L. Hester, Bruce L. Christman",2019-05-27 05:46:13.0
